1,261.9635336173512
2,269.61239864015965
3,263.90535031777625
4,272.1858548002127
5,276.11733295700446
6,271.4655265320901
7,275.6982569675532
8,276.0690751123032
9,280.3167987831626
10,282.1805080611775
11,293.31784677471103
12,291.1173201384041
13,290.8334624004108
14,313.92324947507535
15,306.5697266708117
16,298.95694540180943
17,307.12816732791475
18,311.53379710773174
19,307.5881399385733
20,320.4738213209372
21,317.8762324061327
22,320.15502545236967
23,315.5042150032693
24,319.58507995536047
25,319.60627665350324
26,321.432641501126
27,323.8173011229377
28,325.61239148573225
29,331.2322469912149
30,328.31561752981787
31,332.40339386325445
32,338.97216083593054
33,341.03931952409073
34,337.35417003981445
35,347.75736729865463
36,352.93668510866
37,336.3787317206299
38,348.59696822320046
39,339.5465918624989
40,338.61531829902856
41,340.32568916367035
42,339.0779884375883
43,344.82308524240267
44,349.2829560350449
45,346.909895061256
46,344.9674378305
47,349.04656359852027
48,344.01548164384457
49,344.0261652046583
50,339.53866729748097
51,337.3966202689477
52,352.23208952257323
53,335.9577409288376
54,362.3736267709876
55,354.6241450047932
56,335.41793973658093
57,332.90717166825186
58,331.04181885018994
59,336.44931063683015
60,329.2435940178973
61,330.08077374365405
62,329.4258305500345
63,325.9166250457331
64,325.10352084458543
65,333.35304937534715
66,318.8988410810223
67,320.0993055189395
68,328.3072332473392
69,315.71665304257397
70,312.6054149548275
71,320.141105686428
72,307.8899991125047
73,305.4677561676655
74,306.8011135107538
75,302.55341657160824
76,299.7980482417721
77,302.6793395129795
78,301.5464854330518
79,325.71170048139066
80,308.72016501947485
81,288.35198515079617
82,286.1650912274846
83,291.05615959838235
84,281.9666070034136
85,285.4377192586527
86,282.65727916484224
87,279.1474206847844
88,285.24198474854813
89,273.74350947340173
90,279.84286381947595
91,269.19507699406756
92,265.67425869671433
93,268.87833276891814
94,264.86627754770643
95,259.85211767640897
96,273.728414148053
97,259.4840044036862
98,272.20949073757623
99,262.5272945637973
100,256.6760126114142
